ID,Timestamp,Car_count,compare_left,compare_opp,compare_right,Train_Prediction,decision,
1,23-09-2020 00:00,2,0,0,-1,0,,0=right
2,23-09-2020 00:01,2,0,0,-1,2.214916945,,1=right&straight
3,23-09-2020 00:02,2,0,-1,-1,2.214916945,,2=straight
4,23-09-2020 00:03,3,-1,-1,-1,2.214916945,,3=left&straight
5,23-09-2020 00:04,3,0,-1,-1,3.873899937,,4=left
6,23-09-2020 00:05,3,-1,-1,0,3.873899937,,5=no movement
7,23-09-2020 00:06,3,-1,-1,0,3.873899937,,
8,23-09-2020 00:07,3,0,-1,-1,3.873899937,,
9,23-09-2020 00:08,5,0,-1,-1,3.873899937,,
10,23-09-2020 00:09,5,-1,-1,0,6.740071297,,
11,23-09-2020 00:10,5,0,-1,-1,6.740071297,,
12,23-09-2020 00:11,5,0,-1,-1,6.740071297,,
13,23-09-2020 00:12,5,0,0,-1,6.740071297,,
14,23-09-2020 00:13,6,0,0,0,6.740071297,,
15,23-09-2020 00:14,7,0,-1,-1,7.962673664,,
16,23-09-2020 00:15,7,-1,0,-1,9.063709259,,
17,23-09-2020 00:16,7,-1,-1,0,9.063709259,,
18,23-09-2020 00:17,8,0,-1,0,9.063709259,,
19,23-09-2020 00:18,8,0,0,0,10.06002045,,
20,23-09-2020 00:19,6,-1,0,0,10.06002045,,
21,23-09-2020 00:20,6,-1,0,0,7.962673664,,
22,23-09-2020 00:21,4,0,0,0,7.962673664,,
23,23-09-2020 00:22,4,0,-1,-1,5.380823612,,
24,23-09-2020 00:23,4,-1,0,0,5.380823612,,
25,23-09-2020 00:24,4,0,-1,-1,5.380823612,,
26,23-09-2020 00:25,4,-1,0,-1,5.380823612,,
27,23-09-2020 00:26,5,-1,0,-1,5.380823612,,
28,23-09-2020 00:27,5,0,-1,-1,6.740071297,,
29,23-09-2020 00:28,3,0,-1,-1,6.740071297,,
30,23-09-2020 00:29,3,0,0,-1,3.873899937,,
31,23-09-2020 00:30,3,-1,0,-1,3.873899937,,
32,23-09-2020 00:31,3,-1,-1,-1,3.873899937,,
33,23-09-2020 00:32,2,0,0,-1,3.873899937,,
34,23-09-2020 00:33,2,-1,-1,-1,2.214916945,,
35,23-09-2020 00:34,2,-1,-1,-1,2.214916945,,
36,23-09-2020 00:35,2,0,0,0,2.214916945,,
37,23-09-2020 00:36,5,0,-1,-1,2.214916945,,
38,23-09-2020 00:37,5,-1,0,-1,6.740071297,,
39,23-09-2020 00:38,5,0,-1,-1,6.740071297,,
40,23-09-2020 00:39,6,-1,0,-1,6.740071297,,
41,23-09-2020 00:40,6,-1,0,0,7.962673664,,
42,23-09-2020 00:41,6,-1,-1,0,7.962673664,,
43,23-09-2020 00:42,7,-1,-1,0,7.962673664,,
44,23-09-2020 00:43,5,0,0,-1,9.063709259,,
45,23-09-2020 00:44,5,0,-1,0,6.740071297,,
46,23-09-2020 00:45,5,0,0,-1,6.740071297,,
47,23-09-2020 00:46,5,0,0,-1,6.740071297,,
48,23-09-2020 00:47,4,-1,-1,0,6.740071297,,
49,23-09-2020 00:48,4,-1,0,-1,5.380823612,,
50,23-09-2020 00:49,3,0,-1,-1,5.380823612,,
51,23-09-2020 00:50,3,-1,0,-1,3.873899937,,
52,23-09-2020 00:51,3,-1,-1,0,3.873899937,,
53,23-09-2020 00:52,3,0,0,-1,3.873899937,,
54,23-09-2020 00:53,3,0,-1,0,3.873899937,,
55,23-09-2020 00:54,6,-1,0,-1,3.873899937,,
56,23-09-2020 00:55,6,0,-1,0,7.962673664,,
57,23-09-2020 00:56,6,0,0,-1,7.962673664,,
58,23-09-2020 00:57,6,-1,-1,-1,7.962673664,,
59,23-09-2020 00:58,6,-1,0,0,7.962673664,,
60,23-09-2020 00:59,6,-1,0,0,7.962673664,,
61,23-09-2020 01:00,2,-1,0,-1,7.962673664,,
62,23-09-2020 01:01,2,-1,-1,0,2.214916945,,
63,23-09-2020 01:02,2,-1,0,-1,2.214916945,,
64,23-09-2020 01:03,3,-1,0,-1,2.214916945,,
65,23-09-2020 01:04,3,-1,0,-1,3.873899937,,
66,23-09-2020 01:05,3,0,0,-1,3.873899937,,
67,23-09-2020 01:06,3,0,-1,-1,3.873899937,,
68,23-09-2020 01:07,3,0,0,0,3.873899937,,
69,23-09-2020 01:08,5,-1,-1,-1,3.873899937,,
70,23-09-2020 01:09,5,0,0,-1,6.740071297,,
71,23-09-2020 01:10,5,-1,-1,-1,6.740071297,,
72,23-09-2020 01:11,5,0,-1,0,6.740071297,,
73,23-09-2020 01:12,5,-1,0,-1,6.740071297,,
74,23-09-2020 01:13,6,-1,-1,0,6.740071297,,
75,23-09-2020 01:14,7,-1,-1,-1,7.962673664,,
76,23-09-2020 01:15,7,0,-1,-1,9.063709259,,
77,23-09-2020 01:16,7,0,-1,0,9.063709259,,
78,23-09-2020 01:17,8,0,0,0,9.063709259,,
79,23-09-2020 01:18,8,0,0,0,10.06002045,,
80,23-09-2020 01:19,6,-1,0,-1,10.06002045,,
81,23-09-2020 01:20,6,-1,0,-1,7.962673664,,
82,23-09-2020 01:21,4,0,-1,0,7.962673664,,
83,23-09-2020 01:22,4,0,-1,-1,5.380823612,,
84,23-09-2020 01:23,4,-1,-1,-1,5.380823612,,
85,23-09-2020 01:24,4,0,-1,-1,5.380823612,,
86,23-09-2020 01:25,4,-1,-1,-1,5.380823612,,
87,23-09-2020 01:26,5,0,0,0,5.380823612,,
88,23-09-2020 01:27,5,0,0,0,6.740071297,,
89,23-09-2020 01:28,3,-1,-1,-1,6.740071297,,
90,23-09-2020 01:29,3,0,-1,0,3.873899937,,
91,23-09-2020 01:30,3,0,-1,-1,3.873899937,,
92,23-09-2020 01:31,3,-1,-1,0,3.873899937,,
93,23-09-2020 01:32,2,0,0,0,3.873899937,,
94,23-09-2020 01:33,2,-1,0,-1,2.214916945,,
95,23-09-2020 01:34,2,0,0,0,2.214916945,,
96,23-09-2020 01:35,2,0,-1,-1,2.214916945,,
97,23-09-2020 01:36,5,-1,0,0,2.214916945,,
98,23-09-2020 01:37,5,-1,-1,-1,6.740071297,,
99,23-09-2020 01:38,5,-1,-1,0,6.740071297,,
100,23-09-2020 01:39,6,-1,-1,-1,6.740071297,,
101,23-09-2020 01:40,6,0,-1,-1,7.962673664,,
102,23-09-2020 01:41,6,0,0,0,7.962673664,,
103,23-09-2020 01:42,7,0,-1,-1,7.962673664,,
104,23-09-2020 01:43,5,0,0,0,9.063709259,,
105,23-09-2020 01:44,5,0,-1,0,6.740071297,,
106,23-09-2020 01:45,5,0,0,0,6.740071297,,
107,23-09-2020 01:46,5,0,-1,-1,6.740071297,,
108,23-09-2020 01:47,4,0,0,-1,6.740071297,,
109,23-09-2020 01:48,4,0,-1,-1,5.380823612,,
110,23-09-2020 01:49,3,0,-1,-1,5.380823612,,
111,23-09-2020 01:50,3,-1,-1,-1,3.873899937,,
112,23-09-2020 01:51,3,-1,0,0,3.873899937,,
113,23-09-2020 01:52,3,0,-1,0,3.873899937,,
114,23-09-2020 01:53,3,0,-1,-1,3.873899937,,
115,23-09-2020 01:54,6,0,0,0,3.873899937,,
116,23-09-2020 01:55,6,0,0,0,7.962673664,,
117,23-09-2020 01:56,6,0,0,-1,7.962673664,,
118,23-09-2020 01:57,6,0,0,0,7.962673664,,
119,23-09-2020 01:58,6,-1,-1,-1,7.962673664,,
120,23-09-2020 01:59,6,-1,0,0,7.962673664,,
121,23-09-2020 02:00,2,0,0,0,7.962673664,,
122,23-09-2020 02:01,2,0,0,-1,2.214916945,,
123,23-09-2020 02:02,2,-1,0,-1,2.214916945,,
124,23-09-2020 02:03,3,-1,-1,-1,2.214916945,,
125,23-09-2020 02:04,3,-1,0,0,3.873899937,,
126,23-09-2020 02:05,3,-1,-1,-1,3.873899937,,
127,23-09-2020 02:06,3,-1,0,0,3.873899937,,
128,23-09-2020 02:07,3,-1,-1,0,3.873899937,,
129,23-09-2020 02:08,5,-1,0,0,3.873899937,,
130,23-09-2020 02:09,5,-1,-1,0,6.740071297,,
131,23-09-2020 02:10,5,-1,0,-1,6.740071297,,
132,23-09-2020 02:11,5,-1,0,0,6.740071297,,
133,23-09-2020 02:12,5,-1,-1,0,6.740071297,,
134,23-09-2020 02:13,6,-1,0,0,6.740071297,,
135,23-09-2020 02:14,7,-1,0,-1,7.962673664,,
136,23-09-2020 02:15,7,0,0,-1,9.063709259,,
137,23-09-2020 02:16,7,0,0,0,9.063709259,,
138,23-09-2020 02:17,8,-1,-1,0,9.063709259,,
139,23-09-2020 02:18,8,0,-1,0,10.06002045,,
140,23-09-2020 02:19,6,-1,-1,0,10.06002045,,
141,23-09-2020 02:20,6,0,0,0,7.962673664,,
142,23-09-2020 02:21,4,-1,0,-1,7.962673664,,
143,23-09-2020 02:22,4,0,-1,-1,5.380823612,,
144,23-09-2020 02:23,4,-1,0,0,5.380823612,,
145,23-09-2020 02:24,4,-1,0,0,5.380823612,,
146,23-09-2020 02:25,4,0,0,-1,5.380823612,,
147,23-09-2020 02:26,5,-1,-1,-1,5.380823612,,
148,23-09-2020 02:27,5,-1,0,0,6.740071297,,
149,23-09-2020 02:28,3,0,-1,-1,6.740071297,,
150,23-09-2020 02:29,3,-1,-1,-1,3.873899937,,
151,23-09-2020 02:30,3,-1,-1,-1,3.873899937,,
152,23-09-2020 02:31,3,0,-1,0,3.873899937,,
153,23-09-2020 02:32,2,-1,-1,0,3.873899937,,
154,23-09-2020 02:33,2,-1,-1,-1,2.214916945,,
155,23-09-2020 02:34,2,-1,0,-1,2.214916945,,
156,23-09-2020 02:35,2,-1,0,0,2.214916945,,
157,23-09-2020 02:36,5,0,0,-1,2.214916945,,
158,23-09-2020 02:37,5,0,-1,0,6.740071297,,
159,23-09-2020 02:38,5,0,0,-1,6.740071297,,
160,23-09-2020 02:39,6,0,-1,0,6.740071297,,
161,23-09-2020 02:40,6,-1,0,-1,7.962673664,,
162,23-09-2020 02:41,6,-1,-1,-1,7.962673664,,
163,23-09-2020 02:42,7,-1,-1,-1,7.962673664,,
164,23-09-2020 02:43,5,0,0,0,9.063709259,,
165,23-09-2020 02:44,5,-1,0,0,6.740071297,,
166,23-09-2020 02:45,5,-1,-1,-1,6.740071297,,
167,23-09-2020 02:46,5,0,-1,-1,6.740071297,,
168,23-09-2020 02:47,4,-1,0,-1,6.740071297,,
169,23-09-2020 02:48,4,0,0,-1,5.380823612,,
170,23-09-2020 02:49,3,0,0,-1,5.380823612,,
171,23-09-2020 02:50,3,-1,0,0,3.873899937,,
172,23-09-2020 02:51,3,0,0,0,3.873899937,,
173,23-09-2020 02:52,3,0,0,0,3.873899937,,
174,23-09-2020 02:53,3,-1,0,-1,3.873899937,,
175,23-09-2020 02:54,6,-1,-1,-1,3.873899937,,
176,23-09-2020 02:55,6,-1,0,0,7.962673664,,
177,23-09-2020 02:56,6,0,0,-1,7.962673664,,
178,23-09-2020 02:57,6,0,0,0,7.962673664,,
179,23-09-2020 02:58,6,-1,-1,0,7.962673664,,
180,23-09-2020 02:59,6,-1,-1,0,7.962673664,,
181,23-09-2020 03:00,2,-1,0,-1,7.962673664,,
182,23-09-2020 03:01,2,0,-1,0,2.214916945,,
183,23-09-2020 03:02,2,0,0,-1,2.214916945,,
184,23-09-2020 03:03,3,-1,0,0,2.214916945,,
185,23-09-2020 03:04,3,0,-1,0,3.873899937,,
186,23-09-2020 03:05,3,-1,-1,-1,3.873899937,,
187,23-09-2020 03:06,3,0,0,0,3.873899937,,
188,23-09-2020 03:07,3,-1,0,-1,3.873899937,,
189,23-09-2020 03:08,5,0,0,-1,3.873899937,,
190,23-09-2020 03:09,5,0,-1,-1,6.740071297,,
191,23-09-2020 03:10,5,-1,0,0,6.740071297,,
192,23-09-2020 03:11,5,0,0,-1,6.740071297,,
193,23-09-2020 03:12,5,-1,-1,0,6.740071297,,
194,23-09-2020 03:13,6,-1,-1,0,6.740071297,,
195,23-09-2020 03:14,7,-1,-1,0,7.962673664,,
196,23-09-2020 03:15,7,-1,0,-1,9.063709259,,
197,23-09-2020 03:16,7,0,-1,-1,9.063709259,,
198,23-09-2020 03:17,8,0,-1,-1,9.063709259,,
199,23-09-2020 03:18,8,0,0,-1,10.06002045,,
200,23-09-2020 03:19,6,-1,0,0,10.06002045,,
201,23-09-2020 03:20,6,0,0,-1,7.962673664,,
202,23-09-2020 03:21,4,0,-1,0,7.962673664,,
203,23-09-2020 03:22,4,0,0,-1,5.380823612,,
204,23-09-2020 03:23,4,-1,0,-1,5.380823612,,
205,23-09-2020 03:24,4,-1,-1,-1,5.380823612,,
206,23-09-2020 03:25,4,-1,-1,0,5.380823612,,
207,23-09-2020 03:26,5,-1,0,0,5.380823612,,
208,23-09-2020 03:27,5,-1,-1,0,6.740071297,,
209,23-09-2020 03:28,3,-1,0,-1,6.740071297,,
210,23-09-2020 03:29,3,-1,-1,0,3.873899937,,
211,23-09-2020 03:30,3,0,-1,-1,3.873899937,,
212,23-09-2020 03:31,3,0,-1,0,3.873899937,,
213,23-09-2020 03:32,2,0,0,0,3.873899937,,
214,23-09-2020 03:33,2,-1,-1,0,2.214916945,,
215,23-09-2020 03:34,2,-1,-1,-1,2.214916945,,
216,23-09-2020 03:35,2,-1,0,-1,2.214916945,,
217,23-09-2020 03:36,5,-1,-1,-1,2.214916945,,
218,23-09-2020 03:37,5,0,0,0,6.740071297,,
219,23-09-2020 03:38,5,0,-1,-1,6.740071297,,
220,23-09-2020 03:39,6,0,0,0,6.740071297,,
221,23-09-2020 03:40,6,0,0,0,7.962673664,,
222,23-09-2020 03:41,6,0,0,0,7.962673664,,
223,23-09-2020 03:42,7,0,-1,0,7.962673664,,
224,23-09-2020 03:43,5,0,-1,-1,9.063709259,,
225,23-09-2020 03:44,5,-1,-1,-1,6.740071297,,
226,23-09-2020 03:45,5,0,0,-1,6.740071297,,
227,23-09-2020 03:46,5,0,-1,-1,6.740071297,,
228,23-09-2020 03:47,4,0,0,-1,6.740071297,,
229,23-09-2020 03:48,4,0,0,0,5.380823612,,
230,23-09-2020 03:49,3,0,0,0,5.380823612,,
231,23-09-2020 03:50,3,0,-1,0,3.873899937,,
232,23-09-2020 03:51,3,-1,-1,0,3.873899937,,
233,23-09-2020 03:52,3,0,-1,0,3.873899937,,
234,23-09-2020 03:53,3,-1,-1,0,3.873899937,,
235,23-09-2020 03:54,6,0,-1,0,3.873899937,,
236,23-09-2020 03:55,6,0,-1,-1,7.962673664,,
237,23-09-2020 03:56,6,-1,0,-1,7.962673664,,
238,23-09-2020 03:57,6,-1,0,0,7.962673664,,
239,23-09-2020 03:58,6,-1,0,0,7.962673664,,
240,23-09-2020 03:59,6,0,0,-1,7.962673664,,
241,23-09-2020 04:00,2,0,0,-1,7.962673664,,
242,23-09-2020 04:01,2,0,0,0,2.214916945,,
243,23-09-2020 04:02,2,-1,-1,-1,2.214916945,,
244,23-09-2020 04:03,3,0,0,-1,2.214916945,,
245,23-09-2020 04:04,3,-1,0,-1,3.873899937,,
246,23-09-2020 04:05,3,-1,-1,0,3.873899937,,
247,23-09-2020 04:06,3,-1,0,0,3.873899937,,
248,23-09-2020 04:07,3,-1,0,-1,3.873899937,,
249,23-09-2020 04:08,5,-1,0,-1,3.873899937,,
250,23-09-2020 04:09,5,-1,-1,0,6.740071297,,
251,23-09-2020 04:10,5,-1,-1,0,6.740071297,,
252,23-09-2020 04:11,5,-1,-1,-1,6.740071297,,
253,23-09-2020 04:12,5,0,0,0,6.740071297,,
254,23-09-2020 04:13,6,0,0,-1,6.740071297,,
255,23-09-2020 04:14,7,0,-1,0,7.962673664,,
256,23-09-2020 04:15,7,0,0,0,9.063709259,,
257,23-09-2020 04:16,7,-1,-1,0,9.063709259,,
258,23-09-2020 04:17,8,-1,0,0,9.063709259,,
259,23-09-2020 04:18,8,-1,0,0,10.06002045,,
260,23-09-2020 04:19,6,-1,-1,0,10.06002045,,
261,23-09-2020 04:20,6,-1,0,-1,7.962673664,,
262,23-09-2020 04:21,4,0,0,-1,7.962673664,,
263,23-09-2020 04:22,4,-1,-1,0,5.380823612,,
264,23-09-2020 04:23,4,-1,-1,0,5.380823612,,
265,23-09-2020 04:24,4,0,-1,0,5.380823612,,
266,23-09-2020 04:25,4,-1,0,0,5.380823612,,
267,23-09-2020 04:26,5,0,0,-1,5.380823612,,
268,23-09-2020 04:27,5,0,0,0,6.740071297,,
269,23-09-2020 04:28,3,0,-1,-1,6.740071297,,
270,23-09-2020 04:29,3,0,0,-1,3.873899937,,
271,23-09-2020 04:30,3,0,-1,0,3.873899937,,
272,23-09-2020 04:31,3,0,-1,0,3.873899937,,
273,23-09-2020 04:32,2,0,-1,0,3.873899937,,
274,23-09-2020 04:33,2,-1,0,-1,2.214916945,,
275,23-09-2020 04:34,2,0,-1,0,2.214916945,,
276,23-09-2020 04:35,2,-1,-1,-1,2.214916945,,
277,23-09-2020 04:36,5,0,0,-1,2.214916945,,
278,23-09-2020 04:37,5,0,0,-1,6.740071297,,
279,23-09-2020 04:38,5,0,-1,-1,6.740071297,,
280,23-09-2020 04:39,6,-1,0,-1,6.740071297,,
281,23-09-2020 04:40,6,0,0,0,7.962673664,,
282,23-09-2020 04:41,6,-1,0,-1,7.962673664,,
283,23-09-2020 04:42,7,-1,0,0,7.962673664,,
284,23-09-2020 04:43,5,-1,-1,0,9.063709259,,
285,23-09-2020 04:44,5,-1,-1,-1,6.740071297,,
286,23-09-2020 04:45,5,0,-1,-1,6.740071297,,
287,23-09-2020 04:46,5,0,0,0,6.740071297,,
288,23-09-2020 04:47,4,0,-1,-1,6.740071297,,
289,23-09-2020 04:48,4,-1,0,-1,5.380823612,,
290,23-09-2020 04:49,3,-1,0,0,5.380823612,,
291,23-09-2020 04:50,3,0,-1,0,3.873899937,,
292,23-09-2020 04:51,3,-1,-1,0,3.873899937,,
293,23-09-2020 04:52,3,0,-1,-1,3.873899937,,
294,23-09-2020 04:53,3,-1,0,-1,3.873899937,,
295,23-09-2020 04:54,6,-1,-1,-1,3.873899937,,
296,23-09-2020 04:55,6,0,0,-1,7.962673664,,
297,23-09-2020 04:56,6,0,-1,0,7.962673664,,
298,23-09-2020 04:57,6,-1,0,-1,7.962673664,,
299,23-09-2020 04:58,6,-1,-1,0,7.962673664,,
300,23-09-2020 04:59,7,0,-1,-1,7.962673664,,
301,23-09-2020 05:00,7,-1,0,0,9.063709259,,
302,23-09-2020 05:01,7,-1,0,-1,9.063709259,,
303,23-09-2020 05:02,7,0,0,0,9.063709259,,
304,23-09-2020 05:03,8,0,0,-1,9.063709259,,
305,23-09-2020 05:04,8,0,-1,0,10.06002045,,
306,23-09-2020 05:05,8,-1,0,-1,10.06002045,,
307,23-09-2020 05:06,9,-1,-1,-1,10.06002045,,
308,23-09-2020 05:07,9,0,-1,0,10.96850586,,
309,23-09-2020 05:08,10,-1,0,-1,10.96850586,,
310,23-09-2020 05:09,8,-1,0,0,11.80497932,,
311,23-09-2020 05:10,9,-1,-1,-1,10.06002045,,
312,23-09-2020 05:11,8,-1,-1,-1,10.96850586,,
313,23-09-2020 05:12,7,0,-1,-1,10.06002045,,
314,23-09-2020 05:13,5,-1,0,0,9.063709259,,
315,23-09-2020 05:14,9,-1,-1,-1,6.740071297,,
316,23-09-2020 05:15,10,0,-1,0,10.96850586,,
317,23-09-2020 05:16,6,0,-1,0,11.80497932,,
318,23-09-2020 05:17,9,-1,0,0,7.962673664,,
319,23-09-2020 05:18,8,0,0,-1,10.96850586,,
320,23-09-2020 05:19,9,-1,-1,0,10.06002045,,
321,23-09-2020 05:20,5,-1,-1,-1,10.96850586,,
322,23-09-2020 05:21,5,0,0,-1,6.740071297,,
323,23-09-2020 05:22,10,0,0,-1,6.740071297,,
324,23-09-2020 05:23,6,0,-1,0,11.80497932,,
325,23-09-2020 05:24,8,0,0,-1,7.962673664,,
326,23-09-2020 05:25,8,0,0,0,10.06002045,,
327,23-09-2020 05:26,7,0,-1,0,10.06002045,,
